trial_number,auroc,seed,head_type,mol_encoder,prot_encoder,warhead_transfer,fragment_mode,e3_onehot,rdkit_desc,admet_features,normalize,ternary_attention,attn_dropout,attn_lr,mlp_batch_size,mlp_dropout,mlp_hidden,mlp_layers,mlp_lr,rf_max_depth,rf_min_samples_leaf,rf_n_estimators,xgb_eta,xgb_max_depth,xgb_n_rounds,xgb_subsample
813,0.7142235529232311,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.013242289636644408,10.0,200.0,0.5904637447096094
931,0.7140927024157905,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.021987089610117375,10.0,200.0,0.5112771823876984
878,0.7140182246085249,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.018270321134535784,10.0,200.0,0.5248317427449914
399,0.713985256693969,0,rf,chemberta,prot_t5_xl,False,none,True,True,False,True,False,,,,,,,,10,10.0,500.0,,,,
995,0.7139385281435293,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.017089045547878785,10.0,200.0,0.5350784824741811
900,0.7135500046379392,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.018555612258621304,10.0,200.0,0.55157132967168
988,0.7134593567061595,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.02258508200035906,10.0,200.0,0.555093154657848
14,0.7134523373315819,0,xgboost,morgan_1024_r2,none,False,none,True,True,True,False,False,,,,,,,,,,,0.20622111099806797,10.0,100.0,0.8822809871788543
647,0.7134151130939888,0,rf,chemberta,esm2_650M,True,none,False,True,True,True,True,,,,,,,,none,8.0,500.0,,,,
208,0.7126171436641257,0,rf,maccs_167,esm2_150M,False,warhead_only,False,True,False,True,False,,,,,,,,15,4.0,200.0,,,,
121,0.7125054638710308,0,mlp,morgan_1024_r2,esm2_8M,True,all_fragments,True,True,True,True,True,,,64.0,0.2912367868011884,256.0,3.0,0.0014329162953153152,,,,,,,
892,0.7124435444921596,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.018785548724352157,10.0,200.0,0.5011963843289864
990,0.7120838330620228,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.029913575091025945,10.0,200.0,0.5866742680045969
906,0.7118836407475164,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.019204232593499584,10.0,200.0,0.5455907215884315
830,0.7117471977261324,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.012492977466567134,10.0,200.0,0.6136750299136234
934,0.7113491933116664,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.0266126401972513,10.0,200.0,0.5188621397808348
897,0.7110069194886687,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01726348841265631,10.0,200.0,0.5001814430502902
809,0.7107930481111556,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.015037688719162737,10.0,200.0,0.6578192924778721
923,0.7107156641874823,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01747808122637976,10.0,200.0,0.5282700434894236
751,0.7103105416423326,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.01743831551876751,10.0,300.0,0.7218700110949134
984,0.7101224514242499,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.020399276395963152,10.0,200.0,0.5424717182141271
64,0.7098539066388008,0,rf,morgan_1024_r2,esm2_150M,False,none,True,True,False,False,False,,,,,,,,15,2.0,200.0,,,,
874,0.7097596780411554,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.022092511287102937,10.0,200.0,0.5253412679394012
682,0.7095792388396978,0,rf,rdkit_200,none,True,none,False,False,True,False,True,,,,,,,,10,3.0,500.0,,,,
910,0.7094246611095095,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.017890916082673822,10.0,200.0,0.5543796231500011
814,0.7093408368197361,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.0132706222316023,10.0,200.0,0.5722197779821251
391,0.709261276950363,0,attention,morgan_1024_r2,none,False,linker_only,False,False,False,False,True,0.2237493504121345,0.00030952420136583117,,,,,,,,,,,,
936,0.7091652245684763,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.02226707570877948,10.0,200.0,0.5462025386587692
39,0.7091488942774061,0,attention,morgan_2048_r2,prostt5,False,all_fragments,True,False,False,True,False,0.08159085275706035,0.00017097259693480256,,,,,,,,,,,,
925,0.7089954323780818,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.020342941723465426,10.0,200.0,0.5513354369553037
464,0.708777059675757,0,xgboost,morgan_2048_r2,esm2_8M,True,none,True,True,False,False,False,,,,,,,,,,,0.2986681220689833,10.0,200.0,0.8451864536524005
983,0.7087006434512889,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01893928652229259,10.0,200.0,0.5169716902330759
162,0.7086669652899841,0,mlp,morgan_1024_r2,esm2_8M,False,linker_only,False,False,False,True,False,,,128.0,0.3407290507023619,64.0,2.0,0.0003021363729412303,,,,,,,
819,0.7083460807752405,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01385817409555041,10.0,200.0,0.5864775910717429
896,0.7082477222229346,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01940904953037201,10.0,200.0,0.5249115044557892
775,0.708101677296885,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.2019826339175175,10.0,300.0,0.7094787349654306
950,0.7080304929937055,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.027478084814910094,10.0,200.0,0.5212342721717931
966,0.707808003736618,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.017665239795220073,10.0,200.0,0.5270061838587022
905,0.707782413931158,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.016985500088664465,10.0,200.0,0.5168742093271149
446,0.7072620050952485,0,rf,rdkit_200,esm2_8M,True,warhead_only,False,True,True,False,True,,,,,,,,none,4.0,500.0,,,,
965,0.7071732112349663,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01523404660257257,10.0,200.0,0.5172218382901353
893,0.7068392799662802,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.02024566414248039,10.0,200.0,0.5341156452976538
828,0.7067531124090091,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.010897512380680848,10.0,200.0,0.600630830648509
829,0.7066197732095392,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.013338993533291207,10.0,200.0,0.5588981867750634
843,0.7061979661526397,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01615302502113478,10.0,200.0,0.6173934191062997
822,0.7059905075122244,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.010980666177866256,10.0,200.0,0.6113404350727967
857,0.7059794609942184,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01751179439333512,10.0,200.0,0.6211406948696169
849,0.7058495433181665,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.010072143509022352,10.0,200.0,0.6008726750882654
787,0.705808406648608,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.027471888218229736,9.0,300.0,0.7027603450371619
986,0.7057394057539575,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.017713869798452745,10.0,200.0,0.564966167075791
913,0.7055591371586494,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.021214976399499177,10.0,200.0,0.5221989326036792
912,0.705519726313366,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.018995330959504134,10.0,200.0,0.5006347965195518
229,0.7052348925522126,0,rf,rdkit_200,none,False,none,True,True,False,True,False,,,,,,,,10,2.0,500.0,,,,
970,0.705152658322797,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.018335593821591938,10.0,200.0,0.5105625300584204
802,0.7051449719883337,0,xgboost,morgan_1024_r2,none,False,none,True,True,False,True,True,,,,,,,,,,,0.023877618964677154,9.0,100.0,0.7461122243339938
881,0.7051096530470768,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.020718968775633395,10.0,200.0,0.5429878380508243
882,0.7047594077740384,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.022159281220723547,10.0,200.0,0.5337483379497643
366,0.7046436677618455,0,rf,morgan_1024_r2,esm2_35M,False,all_fragments,True,True,True,False,False,,,,,,,,15,2.0,200.0,,,,
372,0.7044941151078139,0,xgboost,chemberta,none,True,none,False,False,False,False,False,,,,,,,,,,,0.07811406695605733,9.0,200.0,0.8990871174457512
754,0.7041666837488979,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.018684191792403125,10.0,300.0,0.7250641509898963
385,0.7041623666761103,0,mlp,morgan_2048_r2,prostt5,False,linker_only,False,True,False,True,False,,,128.0,0.36310793048279394,128.0,3.0,0.00016545370109915806,,,,,,,
307,0.704067283024692,0,xgboost,rdkit_200,none,True,none,True,True,False,False,True,,,,,,,,,,,0.016857539825372927,10.0,200.0,0.6317639482485352
488,0.7039953452359419,0,rf,molformer,esm2_8M,False,linker_only,True,True,True,True,True,,,,,,,,10,2.0,500.0,,,,
851,0.7037917086690809,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01164988658658277,10.0,200.0,0.5444432942437925
207,0.7036634134346887,0,attention,morgan_1024_r2,ankh_large,True,all_fragments,False,False,False,False,True,0.48234280535339624,0.0005546157231607546,,,,,,,,,,,,
904,0.7035351088983719,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01824387102094577,10.0,200.0,0.5280244554649486
86,0.7034229839096724,0,mlp,morgan_1024_r2,esm2_8M,False,linker_only,False,False,False,False,False,,,64.0,0.327635623661384,256.0,1.0,0.00010384803449572675,,,,,,,
929,0.7033205404296561,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.028242446561372907,10.0,200.0,0.5232468700675423
914,0.7032960285314048,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.018128748908838883,10.0,200.0,0.6384481399199621
911,0.7028359492134546,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.016592924443371897,10.0,200.0,0.5377513196572572
158,0.7025807245370553,0,rf,rdkit_200,esm2_3B,True,none,True,False,False,False,True,,,,,,,,10,7.0,200.0,,,,
915,0.7025022508863898,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.016433851341706718,10.0,200.0,0.5299394785172197
512,0.7023551996347153,0,rf,chemberta,none,True,warhead_only,True,True,True,False,False,,,,,,,,10,7.0,500.0,,,,
407,0.7023462655822735,0,xgboost,chemberta,prostt5,True,all_fragments,True,True,False,True,False,,,,,,,,,,,0.010198483345575618,8.0,200.0,0.8414610864770209
311,0.7023321584538085,0,rf,molformer,esm2_3B,True,none,False,True,True,True,True,,,,,,,,none,8.0,100.0,,,,
827,0.7019224004620755,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.014086154319633297,10.0,200.0,0.579901929731975
982,0.7016164012806495,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.021644133278872574,9.0,200.0,0.5304392599284095
586,0.7015140275191982,0,xgboost,rdkit_200,prostt5,True,none,True,True,True,True,False,,,,,,,,,,,0.060990410840419125,10.0,100.0,0.7516752060847446
600,0.7013627353122092,0,rf,chemberta,esm2_8M,False,all_fragments,True,True,True,False,False,,,,,,,,6,8.0,200.0,,,,
302,0.7012622148883243,0,attention,morgan_1024_r2,esm2_3B,True,linker_only,False,False,False,False,False,0.3349227642947846,0.00024353228813786247,,,,,,,,,,,,
850,0.7011161228173898,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.010815631024948756,10.0,200.0,0.6017001643352968
908,0.7008023774597224,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.01622184147724108,10.0,200.0,0.5423755351448925
796,0.700598464846251,0,xgboost,morgan_1024_r2,esm2_150M,False,none,True,True,False,True,True,,,,,,,,,,,0.19575229251843745,10.0,300.0,0.7241566534200019
573,0.7005227619438823,0,rf,maccs_167,esm2_650M,False,none,False,True,True,False,True,,,,,,,,10,2.0,500.0,,,,
963,0.7004808027621892,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.0169898371346582,10.0,200.0,0.5278575220604815
870,0.7003705652170986,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.019169869194902257,10.0,200.0,0.5263956197056882
340,0.7002965457516851,0,xgboost,rdkit_200,esm2_3B,False,none,False,True,False,True,False,,,,,,,,,,,0.22345801699882234,6.0,100.0,0.686240060715875
826,0.7002753149861061,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.010134183831323796,10.0,200.0,0.5935742881062716
998,0.7001762048995794,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.026278579404396922,10.0,200.0,0.5583157118254543
887,0.7001038312794899,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.02032738945711845,10.0,200.0,0.5041766252056907
996,0.700029012280255,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.020236837866645284,10.0,200.0,0.569487628007012
932,0.6998585229043067,0,xgboost,chemberta,none,False,none,True,True,False,True,True,,,,,,,,,,,0.021242838191138588,10.0,200.0,0.5609273474005717
501,0.6993643722399325,0,rf,chemberta,esm2_3B,True,none,False,True,True,True,False,,,,,,,,15,10.0,500.0,,,,
11,0.6992312056996149,0,rf,chemberta,esm2_150M,False,none,False,False,True,True,False,,,,,,,,10,2.0,500.0,,,,
